idx,n_heur,n_llm,exact_overlap,precision,recall,f1,precision_sub,recall_sub,f1_sub,heur_aspects,llm_aspects
153167,22,10,6,0.273,0.6,0.375,0.591,0.9,0.713,ad|amd|another go|best gps apps|case|close road|eye|gps|miss|navigation|no reason|one more thing|one way|one way street|only minor flaw|option|pass waypoint|road|route|route optimization|tab|waypoints,announcements|close road|flaw|gps|navigation|one way street|options|route optimization|stability|waypoints
153279,3,3,0,0.0,0.0,0,0.0,0.0,0,ad|crap|use,ads|frequency|time
154642,9,3,0,0.0,0.0,0,0.222,0.667,0.333,ad|even a person|language|neutral news|news|people|politics|site|their opinion,bias|language understanding|news delivery
154764,1,2,0,0.0,0.0,0,1.0,0.5,0.667,memory release popup,disable|popup
155110,3,4,0,0.0,0.0,0,0.333,0.5,0.4,masculine nature|not many theme|theme,choices|cost|nice themes|themes
155723,14,8,3,0.214,0.375,0.273,0.5,0.625,0.556,ad|all troubleshoot option|charm|device|full connectivity|ios device|new note8 device|no avail|offline|recent update|reinstall|shazam|some issue|update,connectivity|dark mode|ios device|note8 device|offline|recent update|search bar|troubleshoot options
156209,10,4,2,0.2,0.5,0.286,0.5,1.0,0.667,ad|ads|casual stuff|clotheless angel|data|feed|good wifi confection|news feed|regular usage|wifi,ads|data efficiency|news feed|wifi connection
156540,10,7,3,0.3,0.429,0.353,0.7,0.857,0.771,ad|ads|battery|battery charger apps|easy collage maker|hybrid|lag|pinterest facebook|ton|use,ads|battery|collage maker|facebook|hybrid|morph|pinterest
156707,2,1,0,0.0,0.0,0,0.0,0.0,0,ad|code24,download
156860,1,2,0,0.0,0.0,0,0.0,0.0,0,best route,algorithm|routing
156886,5,3,0,0.0,0.0,0,0.8,1.0,0.889,option|photo|privacy|save|some privacy issue,privacy issue|save option|share option
157360,2,2,1,0.5,0.5,0.5,0.5,0.5,0.5,light|point,light|open
157662,19,7,2,0.105,0.286,0.154,0.263,0.571,0.36,13mp|5mb image|800kb|ad|camera|digit|edit|export image|feature|image|load|mp|phone|phone camera|pixel|professional feature|reason|support|worst app,dark mode|export image|image quality|phone camera|resize image|resolution|search bar
157768,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,watermark,watermark
157903,3,3,0,0.0,0.0,0,1.0,0.667,0.8,latest update break|moto|update,app|latest update|moto x
158251,13,10,2,0.154,0.2,0.174,0.308,0.2,0.242,ad|all the story|category|digit|fresh start|issue|latest <app> version|list|news|refresh mean|story|user|version,battery|dark mode|loading speed|month|priority|search bar|settings|story|unusable|version
158576,7,1,0,0.0,0.0,0,0.0,0.0,0,ad|booster|build|just some crap|lie|phone|ui,download
158595,1,1,0,0.0,0.0,0,0.0,0.0,0,i dont like it,cannot work
159701,12,6,2,0.167,0.333,0.222,0.417,0.5,0.455,ad|app> security|applock|chat|chat head|content|lock screen|notification|notification panel|number|phone|screen,dark mode|lock screen|name|notification|number of notifications|search bar
160729,14,5,4,0.286,0.8,0.421,0.429,1.0,0.6,access sms|accessibility|ad|kind|location|more permission|need|no need|phone|privacy|privacy guard|root access|sms|usage access,location|permission|root access|sms|usage access
161224,8,3,2,0.25,0.667,0.364,0.75,1.0,0.857,ad|ads|convenient easy torch icon|icon|its worth|lock screen|screen|so many ads,ads|lock screen|torch icon
161383,21,5,2,0.095,0.4,0.154,0.238,0.6,0.341,ad|all modern retro feature|best app|digital decade|edit|feature|good social active user|its feature|its team|online|online seminar|photo|photo shoot modern photo edit|record video|suggestion|team|technique|update|upgrade|video|world famous photographer,dark mode|online seminar|search bar|social active user|video
161554,1,2,1,1.0,0.5,0.667,1.0,0.5,0.667,right number,right number|verify
161694,16,6,2,0.125,0.333,0.182,0.438,0.667,0.528,ad|ads|article|bombardment|feature|genuine article|gossip story|magazine|magazine for the|meaningless article|page|page flip feature|sea|stupid pointless and gratuitous ads|tab|ui,ads|gossip stories|meaningless article|page flip|unstable|visual appeal
162001,3,3,1,0.333,0.333,0.333,0.667,0.667,0.667,digit> year|unwanted news alert|use,irritate|news alert|use
162353,3,4,2,0.667,0.5,0.571,1.0,0.75,0.857,check|ride|two people,can not launch the app|ride|split check|two people
162557,5,5,1,0.2,0.2,0.2,0.8,0.6,0.686,complete separate app|default <app> app|one measly song|one song ans|refund,default app|pay|refund|separate app|song
162636,2,3,0,0.0,0.0,0,0.0,0.0,0,battery|its eat,dark mode|search bar|settings
162951,2,5,0,0.0,0.0,0,1.0,0.8,0.889,account|message,account deactivation|message notification|receive message|reply|stop message
163004,7,5,4,0.571,0.8,0.667,0.714,0.8,0.755,different app|freeze|junk|phone|ranodmon number|update|update it,different app|freeze|junk|restart|update
163095,1,2,0,0.0,0.0,0,1.0,1.0,1.0,some more work,more|work
163355,1,2,0,0.0,0.0,0,1.0,0.5,0.667,its a worst app,app|speed
163448,5,4,0,0.0,0.0,0,0.8,0.75,0.774,bottom line|data|just my data connection|offline|wifi,app functionality|data connection|offline detection|wifi connection
163804,1,1,0,0.0,0.0,0,0.0,0.0,0,every thing,file size
164281,7,4,2,0.286,0.5,0.364,0.571,1.0,0.727,account|change|corporate account|date|dynamic price|other personal no connect account|uber,corporate account|dynamic price|personal account|uber zip
164442,10,4,1,0.1,0.25,0.143,0.3,0.75,0.429,account|answer|any answer|cause|feed|feedback session|nature|no rid|reason|unknown reason,account suspension|feedback session|ride requests|uber account
164768,5,2,0,0.0,0.0,0,1.0,1.0,1.0,edit|edit picture|just a black screen|picture|screen,black screen|view edit picture
164895,6,4,1,0.167,0.25,0.2,0.667,0.5,0.571,entire photoshoot|moto e|photo|photos|recent version|version,moto e|photoshoot|too good|work
164963,8,9,2,0.25,0.222,0.235,0.375,0.333,0.353,ad|ads|blickfeed|even more disappoint|feed|full removal|highlight|htc,ads|alert|battery|dark mode|highlight|invasive|loading|removal|search bar
165165,16,4,2,0.125,0.5,0.2,0.312,1.0,0.476,ad|ads|best virus fight engine|bunch|last update|latest update|more ads|more phone space|no update|phone|power|review|simplicity|time|update|useless addition,ads|power|space|virus fight engine
165413,4,1,0,0.0,0.0,0,0.5,1.0,0.667,ad|feature|nyc app bite|some more feature,more feature
165673,3,2,1,0.333,0.5,0.4,1.0,1.0,1.0,all bug|battery|battery drain,battery drain|fix all bug
166218,10,4,2,0.2,0.5,0.286,0.4,1.0,0.571,account|app> account|attractive montage|choir|concert|good result|lot|our publicity|singer|twitter,concert|montage|publicity|twitter
166724,2,1,0,0.0,0.0,0,0.5,1.0,0.667,good <app|update,more updates
167423,16,4,1,0.062,0.25,0.1,0.125,0.25,0.167,app> credit|buy option|cancellation|customer service|edit|few option|its way|money|one|order|post|process|purchase|ridiculous customer service|wrong deal|wrong order,cancel option|customer service|dark mode|search bar
168237,6,4,2,0.333,0.5,0.4,0.5,0.5,0.5,15th aug <digit|latest update|magic function|mail|team|update,dark mode|magic function|search bar|update
168395,2,4,2,1.0,0.5,0.667,1.0,0.5,0.667,bug|notification,bug|delay|frequency|notification
169734,12,5,1,0.083,0.2,0.118,0.167,0.4,0.235,ad|basically access|edit|entire phone|its a nice little photo editor|no use|period|phone|photo|product|ridiculous amount|specific reason,dark mode|permissions|phone access|search bar|specific reason
170708,4,3,2,0.5,0.667,0.571,0.75,1.0,0.857,clone function|clone function inconvenience|little bite|update,clone function|inconvenience|update
171056,4,3,0,0.0,0.0,0,0.0,0.0,0,2nd time|all girlie|change|good app,app quality|girlie elements|previous version
171250,4,2,0,0.0,0.0,0,0.5,1.0,0.667,new <digit|phone|phone heat|version,heat|old version
171473,15,6,4,0.267,0.667,0.381,0.467,1.0,0.636,ad|app cache|crash|edit|favorite news app|feed|feedback|few day|memory|point|popups|recent update|stability|tab|update,cache|crash|memory|news app|popups|update
171710,3,3,1,0.333,0.333,0.333,0.667,0.667,0.667,customize pin|its not work|sms,customize pin|send sms|try 1million times
172441,5,4,0,0.0,0.0,0,0.2,0.25,0.222,ad|clear cache|help|only problem|ram,additions|cache clearing|ram boost|usability
172574,8,5,3,0.375,0.6,0.462,0.75,0.6,0.667,driver|help|help menu|menu|problem|trip|trip history|uber,dark mode|driver|help menu|search bar|trip history
172960,3,4,1,0.333,0.25,0.286,0.333,0.25,0.286,notification|obnoxious amount|time,navigation|notification|setting|uninstall
173608,3,2,0,0.0,0.0,0,0.0,0.0,0,ad|app> address|good app,free version|more features
173825,7,7,0,0.0,0.0,0,0.286,0.286,0.286,but massive caveat|estimate|exorbitant rat|most impersonal assistance|time|uber's response|wall,assistance|charge|convenience|jargon|price fluctuation|response|robbed
173952,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,search,search
174157,14,7,4,0.286,0.571,0.381,0.643,0.714,0.677,ad|another complete uninstall|download|error|fresh clean install|just htc phone|m9|map|new map|new version|pain|phone|version|yet another new version,error|htc phone|m8|m9|map|new version|start
175138,4,3,3,0.75,1.0,0.857,1.0,1.0,1.0,automatic selection|cutout|picture|picture cut,automatic selection|cutout|picture cut
175283,1,2,0,0.0,0.0,0,1.0,0.5,0.667,video,export process|video export
175889,1,2,1,1.0,0.5,0.667,1.0,0.5,0.667,sign in,app|sign in
176212,2,5,1,0.5,0.2,0.286,1.0,0.4,0.571,expression|old emojis,change|expressions|new emojis|old emojis|visibility
176296,4,2,0,0.0,0.0,0,0.25,0.5,0.333,ad|exect translate option|option|save file,exact translate|listen save file
176396,11,4,1,0.091,0.25,0.133,0.182,0.5,0.267,another option|both rider|cab driver|daily rider|digit|more than 6km|pool price increase|ride|uber go|uber pool price|wait time,cancellation frequency|price increase|search bar|wait time
176398,2,2,0,0.0,0.0,0,0.5,0.5,0.5,notification|notification bar,duplicates|notification management
176617,8,2,2,0.25,1.0,0.4,0.25,1.0,0.4,ad|best browser app|best part|m4a type song|player|request|support|thanx,m4a type song|player
176651,4,3,1,0.25,0.333,0.286,0.25,0.333,0.286,ad|ads|phone|ton,ads|corruption|recommendation
176706,3,3,0,0.0,0.0,0,0.667,0.333,0.444,request|subscription|subscription pop,app behavior|print function|subscription pop up
176723,12,4,2,0.167,0.5,0.25,0.5,0.75,0.6,ad|ads|article ads|crash|digit> break widget|fully stock pixel|latest version|original news sit|their stuff|these constant crash|version|widget,clickable|crash|in article ads|widget
176948,2,2,1,0.5,0.5,0.5,1.0,0.5,0.667,new update|update,slowly|update
178725,15,5,1,0.067,0.2,0.1,0.067,0.2,0.1,ad|crash|edit|favourite pic|image|install|limitless option|photo|photos|photoshop edit|program|stuff|stun image|text|two year,crash|dark mode|options|response|search bar
178930,6,4,3,0.5,0.75,0.6,0.667,0.75,0.706,ad|ads|advertise|cleaner software|virus|virus protection,ads|advertising|cleaner software|virus
178938,3,1,1,0.333,1.0,0.5,0.667,1.0,0.8,ad|functionality|uninstall functionality,uninstall functionality
179082,10,5,2,0.2,0.4,0.267,0.3,0.4,0.343,30mins|ad|another ride|cancellation|driver|driver problem|his mistake|ride|suggestion|time,cancellation|dark mode|driver problem|penalization|search bar
179608,7,5,3,0.429,0.6,0.5,0.429,0.6,0.5,cab driver|call|customer|fine|money|trip|waste time,cab driver|choose not to|complain|fine|trip
180223,4,2,1,0.25,0.5,0.333,0.75,1.0,0.857,autofill page|page|pdf|support,autofill page|save page as pdf
180480,13,6,1,0.077,0.167,0.105,0.308,0.5,0.381,ad|advance|but its miss|issue|its get|light app|other program|phone|program|reply|s3|search|version,dark mode|light app|porn hiding|program advancement|search bar|settings
180646,3,3,2,0.667,0.667,0.667,0.667,0.667,0.667,edit|issue|pic,edit|pic|save
180667,5,4,0,0.0,0.0,0,0.4,0.5,0.444,chargering fee|destination|driver|inaccurate rout|tab,charging fee|driver behavior|inaccurate route|wait time
181886,12,4,2,0.167,0.5,0.25,0.5,0.75,0.6,call|call but it|description|end|fact|miss call|number|option|private number|recent call tab|safe browse option|tab,private number|recent call tab|safe browse|search bar
181987,14,6,0,0.0,0.0,0,0.357,0.5,0.417,ad|apps|change|every theme|home screen|lol|new thing|person|screen|theme|use|way|widget|widget thing,app appearance|dark mode|home screen changes|search bar|theme download|widgets
182702,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,update,update
183202,7,5,1,0.143,0.2,0.167,0.429,0.4,0.414,amex card|instal|payment|payment method|ride|stupid app|try to get a ride my amex card,dark mode|payment method|ride request|search bar|ux
183416,10,5,3,0.3,0.6,0.4,0.7,1.0,0.824,complete opposite direction|driver|majority|more time|navigation|people|pool|their navigation|time|way,direction|driver cancel|navigation|pool|time
183656,12,4,1,0.083,0.25,0.125,0.667,1.0,0.8,ease|edit|excellent photo edit app|feature|new function|new photo edit app cause|past|photo|those function|ui|uninstalling|use,ease of use|favorite feature|new function|photo edit
184120,14,7,1,0.071,0.143,0.095,0.286,0.429,0.343,ad|ads|ads i be always so late and i|alarm|be|bed|device|flash|ring alarm|screen|screen so you|some cheap wallpaper|time never stop i|wall paper,ads|dark mode|delete|search bar|set alarm|uninstall|wallpaper
184305,2,4,0,0.0,0.0,0,0.5,0.25,0.333,op|virus,op functionality|scan feature|user satisfaction|virus detection
184759,7,5,3,0.429,0.6,0.5,0.714,0.8,0.755,account|first and last name|password|password recovery|problem|support|use,account|first name|last name|password recovery|support
185168,8,4,1,0.125,0.25,0.167,0.25,0.5,0.333,core|digit|force|limit|not a fan|order|problem|response,core mag|dark mode|limit|search bar
185281,9,6,1,0.111,0.167,0.133,0.556,0.833,0.667,ad|balloon|last straw|lock screen nonsense|obtrusive mess|program|screen|simple antiviral protection|some additional system cleanup tool,additional system cleanup|antivirus protection|lock screen|mess|obtrusive|program
186059,2,2,1,0.5,0.5,0.5,1.0,0.5,0.667,entire phone|phone,entire phone|take over
186679,10,5,3,0.3,0.6,0.4,0.3,0.6,0.4,best <app> out there update|crash|edit|filter|guy|image|image edit screen|screen|slider|update,crash|dark mode|filter|search bar|slider
186852,7,5,2,0.286,0.4,0.333,0.857,0.8,0.828,account|new account|new email|new number no access|new phone number|patronage|phone,account|email|new number access|patronage|phone number
186969,6,3,2,0.333,0.667,0.444,0.667,1.0,0.8,ad|ads|cleaner app|page screen|screen|screen lock page,ads|cleaner app|screen lock
187704,4,4,2,0.5,0.5,0.5,0.75,0.75,0.75,battery|battery app|favorite app|spam,battery notification|favorite app|spam|uninstalled
187755,4,1,0,0.0,0.0,0,0.5,1.0,0.667,ad|best app|edit|edit tutorial function,edit tutorial
187761,13,4,0,0.0,0.0,0,0.154,0.5,0.235,ad|background stuff|freeze|help|latest update|lead|lot|only concern|other launcher|phone|run apps|ui|update,background tasks|launcher|phone freezing|speed
188006,5,3,1,0.2,0.333,0.25,0.4,0.333,0.364,ad|ads|aps|nice job|too many ads,add apps|ads|frequency
188343,2,1,0,0.0,0.0,0,0.5,1.0,0.667,ad|video,video download
188388,3,3,1,0.333,0.333,0.333,1.0,0.667,0.8,mu phone|phone|trash,cleaning|mu phone|trash detection
188411,1,1,0,0.0,0.0,0,1.0,1.0,1.0,incorrect solution,solution
188737,6,4,2,0.333,0.5,0.4,0.5,0.5,0.5,data|junk|network data|phone|problem|solution,app|junk|network data|speed
188994,2,2,1,0.5,0.5,0.5,0.5,0.5,0.5,battery|fix,battery|security
189548,4,1,0,0.0,0.0,0,0.25,1.0,0.4,card|fund|order|some problem,receive order
190153,6,3,1,0.167,0.333,0.222,0.5,1.0,0.667,another app|developer's help|good app|help|tab|use,developer's help|instability|unstable
190538,1,4,0,0.0,0.0,0,0.0,0.0,0,ad,app|clear|load|smiley
190567,9,3,0,0.0,0.0,0,0.0,0.0,0,ad|application|deepest request|deepest requst|dians|great loss|threat|war|way,dark mode|search bar|settings
190733,15,7,3,0.2,0.429,0.273,0.4,0.571,0.471,ad|ads|constant ads|gold version|last update|little virus|need|online|phone|shoot ads|so that everytime|such a great program|support|update|version,ads|constant ads|dark mode|gold version|loading speed|search bar|virus
190785,4,3,2,0.5,0.667,0.571,1.0,1.0,1.0,gallery|new update|picture|update,gallery|picture saving|update
191116,5,5,3,0.6,0.6,0.6,1.0,0.8,0.889,photo|song match|sync|user> video|video,photo|save|song|sync|video
191383,9,5,3,0.333,0.6,0.429,0.667,0.8,0.727,background|booster|broom booster|float widget|notification|original version|phone|version|widget,background apps|broom booster|notification|search bar|widget
191673,8,3,1,0.125,0.333,0.182,0.5,1.0,0.667,ad|ads|clean master ad|first place|incidentally ads|phone|phone mean|use,ads|clean master|phone open
191722,6,4,2,0.333,0.5,0.4,1.0,0.75,0.857,fast n|folder|folder word|search|search bar|search bar word,dark mode|fast|folder|search bar
192089,1,1,0,0.0,0.0,0,1.0,1.0,1.0,no manual blur option,manual blur option
192203,5,1,0,0.0,0.0,0,0.6,1.0,0.75,best photo editor|edit|feature|interest feature|photo,photo editor
192341,9,7,3,0.333,0.429,0.375,0.889,0.714,0.792,all my problem|entire phone|force close|friemd|her phone|lag|lag force|phone|reboot untill,fix|force close|friend|lag|phone|problem|reboot
192504,13,4,0,0.0,0.0,0,0.154,0.5,0.235,ad|app be great but if i|device|digit> star|edit|fix|image|photo|point|problem|quality|rat|top,dark mode|quality retention|save photo|search bar
192652,4,3,2,0.5,0.667,0.571,1.0,0.667,0.8,lag|tab|tablet|very lag,app|lag|tablet
192876,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,crash,crash
193995,3,2,1,0.333,0.5,0.4,1.0,1.0,1.0,edit|file|pic edit,pic edit|save file
194932,3,3,1,0.333,0.333,0.333,0.333,0.333,0.333,bug|help|many pic,bug|open|picsart
195430,4,1,0,0.0,0.0,0,0.25,1.0,0.4,at least <digit> min|begin|driver|horrible time estimation,time estimation
196011,17,14,4,0.235,0.286,0.258,0.471,0.5,0.485,ad|another one|edit|feature|huge problem|just a line|last update|little square pixilated line|photo|pic|problem|rubber|ruin|some kind|ui|unwanted part|update,add|battery|dark mode|delete|delete unwanted part|feature|line|loading speed|photo|pixilated|rubber|search bar|settings|update
196384,4,3,1,0.25,0.333,0.286,0.75,0.667,0.706,ad|ads|cyber crime|much ads,ads|commit cyber crime|recommend
197155,2,1,1,0.5,1.0,0.667,0.5,1.0,0.667,good create|shortcut,shortcut
197364,3,4,1,0.333,0.25,0.286,0.667,0.5,0.571,ad|ads|load,ads|annoyance|loading speed|usability
197379,6,5,1,0.167,0.2,0.182,0.5,0.6,0.545,any device|cam|device|free crop|photo|tab,cutout photo|dark mode|free crop|search bar|stability
197500,1,3,0,0.0,0.0,0,0.0,0.0,0,virus,dark mode|search bar|settings
197504,3,3,0,0.0,0.0,0,0.333,0.667,0.444,digit|video|whole,save functionality|save video|video duration
198059,2,3,1,0.5,0.333,0.4,1.0,1.0,1.0,encrypt sd card|internal storage and memory use,encrypt sd card|internal storage|memory use
198358,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,filter,filter
198363,10,3,1,0.1,0.333,0.154,0.3,0.333,0.316,ad|date|digit> use|new queensferry cross|no update|premium|premium european version|road|update|version,dark mode|search bar|update
199729,4,3,1,0.25,0.333,0.286,0.5,0.667,0.571,ad|ads|device|its start,ads|device speed|opening app
199860,11,6,3,0.273,0.5,0.353,0.364,0.667,0.471,digit> edge|eror|galaxy note|hi team|response|side|social medium|update|week|widget|widget scren,dark mode|galaxy note|response|search bar|update|widget screen
200188,6,5,4,0.667,0.8,0.727,0.833,0.8,0.816,button|digit|failure|password|redo password|sign in,button|can't|failure|redo password|sign in
200721,8,4,3,0.375,0.75,0.5,0.375,0.75,0.5,ad|ads|ass <app|background|chrome|every single <app|pain|problem,ads|background|chrome|performance
201034,16,12,6,0.375,0.5,0.429,0.75,0.917,0.825,ad|ads|article|background|clear cache|content|crash|data|galaxys8|help|jag|offensive content|time|when open news article|white page|wifi,ads cover up content|app crash|article do not load|background|clear cache|data|jag to scroll|news article|offensive content|slow|white page|wifi
201154,4,3,1,0.25,0.333,0.286,0.75,1.0,0.857,ad|add come|battery|phone,add come|cause phone|damage battery
202699,6,2,1,0.167,0.5,0.25,0.833,1.0,0.909,best photo edit app|edit|lot|photo|so many photo edit|space,photo edit|space
202869,1,1,0,0.0,0.0,0,1.0,1.0,1.0,account,create account
203382,1,2,1,1.0,0.5,0.667,1.0,0.5,0.667,camera,blurry|camera
203456,3,5,1,0.333,0.2,0.25,0.667,0.4,0.5,ad|keyboard|two lady fashion,dark mode|fashion|keyboard|search bar|settings
203668,5,4,1,0.2,0.25,0.222,0.4,0.75,0.522,ad|article|digit> day|earlier <user> ghost press|new york time magazine,article age|article flip|flip advance|new york time magazine
203873,8,4,1,0.125,0.25,0.167,0.25,0.25,0.25,digit|few month|g . wsj|more neutral story e|note|one side|story|taste,dark mode|neutrality|search bar|story
203884,8,6,1,0.125,0.167,0.143,0.375,0.333,0.353,account|ad|bbm|message|other <app> subscriber|other messenger|sign up|two message,consequently|dark mode|message|search bar|settings|subscriber
204129,3,3,2,0.667,0.667,0.667,0.667,0.667,0.667,lag|phone|use,heat|lag|phone
204204,8,4,0,0.0,0.0,0,0.125,0.25,0.167,ad|advertise|anoying|any task|cell|last update|real business|update,advertisement|dark mode|search bar|speed
204386,8,4,1,0.125,0.25,0.167,0.375,0.5,0.429,battery|battery and background data|data|date|day|luv browser app|why my both <app> gaving sign|work,background data|battery|uninstall|usage
205177,2,2,1,0.5,0.5,0.5,0.5,0.5,0.5,its absolute shite|update,quality|update
205352,4,3,1,0.25,0.333,0.286,0.75,1.0,0.857,b random notification|battery|music|notification,battery drain|music|notifications
205777,9,4,1,0.111,0.25,0.154,0.333,0.25,0.286,apology|dozen|feed|grand fork|lovely place|news|news feed|people|pointless app,news feed|settings|subscription|uninstall
206266,5,3,2,0.4,0.667,0.5,0.6,0.667,0.632,beta tester|fact|screen|widget|widget screen,permissions|screen|widget
207290,3,2,1,0.333,0.5,0.4,1.0,1.0,1.0,edit|picture|quality,edit|picture quality
207368,6,3,1,0.167,0.333,0.222,0.5,1.0,0.667,ad|beautiful emojis|dynoseurs|news alert|phone|pop,emojis|news alert|pop up
207463,9,3,0,0.0,0.0,0,0.333,0.667,0.444,ad|book|destination|fare|issue|its double the customer support|respond|support|very bad experience,customer support|fare calculation|response time
207673,3,2,0,0.0,0.0,0,0.333,0.5,0.4,another uber|trip|uber driver,driver response|trip cancellation
208107,10,3,0,0.0,0.0,0,0.4,1.0,0.571,ad|best ever photo edit application|edit|edit photo|low picture quality|more internal storage|photo|picture|request|smudge tool effect,internal storage|picture quality|smudge tool
208432,3,1,1,0.333,1.0,0.5,0.667,1.0,0.8,ad|new update|update,new update
209066,7,6,0,0.0,0.0,0,0.429,0.333,0.375,battery|device|digit> vires|every <digit> sec|help|problem|warn,battery damage|dark mode|device warning|scan process|search bar|threat detection
209861,8,9,4,0.5,0.444,0.471,0.875,0.889,0.882,button|create option|location|other person pickup|third other person|third person pickup|trip|trip pickup location,button|create|drop create option|drop location|easily|other person pickup|pickup location|third person pickup|trip
210293,11,7,2,0.182,0.286,0.222,0.364,0.571,0.444,ad|advertise|age|crash|devs|fantastic app|focus|no fix|phone|scan loop|too much bloatware,advertising|bloatware|crash|dark mode|focus|restart phone|search bar
210337,6,5,2,0.333,0.4,0.364,0.667,0.8,0.727,battery|help|its main activity|phone|ram|use,battery|main activity|phone speed|ram|uninstall
210430,6,5,1,0.167,0.2,0.182,0.667,0.6,0.632,apple product news|content|news|selection|time|title,american favor|apple product news|content matching|news selection|objectivity
210495,3,2,2,0.667,1.0,0.8,0.667,1.0,0.8,ad|background|hd wallpaper,background|hd wallpaper
210569,9,4,1,0.111,0.25,0.154,0.111,0.25,0.154,ad|crash|fix|i read some review that it|problem|some review|test|ui|v20,crash|dark mode|nougat|search bar
210580,3,3,2,0.667,0.667,0.667,0.667,0.667,0.667,ad|application|icon,add|application|icon
211104,8,4,1,0.125,0.25,0.167,0.125,0.25,0.167,ad|device|device change address|item|latest version|purchase|unrecoverable error|version,address change|availability|error report|purchase
211161,8,3,0,0.0,0.0,0,0.125,0.333,0.182,basturd|cab|car|his car|his house|house|location|pick,cab service|dark mode|search bar
212437,4,5,2,0.5,0.4,0.444,1.0,0.6,0.75,artistic picture|color|life|picture,color|create artistic pictures|ease of use|fun|life
212734,12,5,1,0.083,0.2,0.118,0.417,0.4,0.408,all the notification|barrage|barrage of notification|feature|ironic twist|multiple time|notification|op constant notification|other apps|phone|update|worst app,clean your phone|dark mode|notification|settings|toggle
213124,9,4,0,0.0,0.0,0,0.222,0.5,0.308,destination|digit|fix|funny thing|gf|help|issue|trip|update,change destination|dark mode|search bar|update september
213188,7,3,2,0.286,0.667,0.4,0.286,0.667,0.4,ad|bottom|comment banner|news story|option|start|these thing,comment banner|news story|shut off
214093,3,1,1,0.333,1.0,0.5,0.667,1.0,0.8,ad|no watermark|watermark,watermark
214241,3,3,1,0.333,0.333,0.333,1.0,0.667,0.8,edit|pic|quality,edit|pic quality|reduce
214506,2,1,0,0.0,0.0,0,0.5,1.0,0.667,front cam flash update|update,front cam flash
214657,2,1,0,0.0,0.0,0,0.5,1.0,0.667,screen|support,screen size
214779,4,5,1,0.25,0.2,0.222,0.5,0.2,0.286,hey <app> group|phone|update|window phone,android|dark mode|grouping|search bar|window phone
214876,9,2,2,0.222,1.0,0.364,0.444,1.0,0.615,battery|battery repair|fix|main reason|partner|phone|phone cooler|untill|work,battery repair|phone cooler
215132,11,4,0,0.0,0.0,0,0.182,0.5,0.267,coincidence|gossip filler noise generator|interest|notification|picture|politcs|purpose|software|start|topic|user,dark mode|notification spam|picture representation|search bar
215187,3,3,0,0.0,0.0,0,0.667,0.667,0.667,great experience|multiple option|need beautiful dashboard,dashboard|multiple options|personalize
